dt_iso,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
2016-01-27 10:00:00+01:00,Madrid,280.67,280.15,281.15,1031,100,1,70,0.0,0.0,0.0,90,701,mist,mist,50d
2016-01-27 11:00:00+01:00,Madrid,281.25,281.15,281.45,1031,100,1,320,0.0,0.0,0.0,90,701,mist,mist,50d
2016-01-28 19:00:00+01:00,Madrid,281.15,281.15,281.15,1029,93,2,220,0.3,0.0,0.0,90,300,drizzle,light intensity drizzle,09n
2016-01-28 20:00:00+01:00,Madrid,281.15,281.15,281.15,1029,87,2,230,0.3,0.0,0.0,90,300,drizzle,light intensity drizzle,09n
2016-01-28 23:00:00+01:00,Madrid,280.98,280.65,281.15,1031,93,0,100,0.3,0.0,0.0,90,701,mist,mist,50n
2016-01-28 23:00:00+01:00,Madrid,280.98,280.65,281.15,1031,93,0,100,0.3,0.0,0.0,90,300,drizzle,light intensity drizzle,09n
2016-01-29 01:00:00+01:00,Madrid,280.88,280.35,281.15,1031,93,0,0,0.0,0.0,0.0,75,300,drizzle,light intensity drizzle,09n
2016-01-29 03:00:00+01:00,Madrid,279.98,279.65,280.15,1031,100,1,360,0.3,0.0,0.0,90,300,drizzle,light intensity drizzle,09n
2016-02-18 01:00:00+01:00,Madrid,277.95,277.55,278.15,1017,86,5,230,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-02-18 03:00:00+01:00,Madrid,277.37,276.85,278.15,1017,86,3,210,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-02-26 13:00:00+01:00,Madrid,280.96,280.15,282.55,1008,87,5,190,0.3,0.0,0.0,75,500,rain,light rain,10d
2016-02-26 20:00:00+01:00,Madrid,278.95,278.55,279.15,997,87,6,210,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-03-19 00:00:00+01:00,Madrid,281.69,281.15,282.15,1014,100,0,0,0.9,0.0,0.0,75,501,rain,moderate rain,10n
2016-03-19 05:00:00+01:00,Madrid,281.15,281.15,281.15,1011,100,2,110,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-03-19 09:00:00+01:00,Madrid,281.83,281.15,283.15,1011,100,5,160,0.3,0.0,0.0,40,500,rain,light rain,10d
2016-03-21 16:00:00+01:00,Madrid,281.5,281.15,282.15,1010,87,5,110,3.0,0.0,0.0,75,211,thunderstorm,proximity thunderstorm,11d
2016-03-22 04:00:00+01:00,Madrid,279.15,279.15,279.15,1009,100,4,350,0.3,0.0,0.0,40,500,rain,light rain,10n
2016-03-27 05:00:00+02:00,Madrid,282.73,281.75,283.15,1018,81,4,270,0.3,0.0,0.0,40,500,rain,light rain,10n
2016-04-04 07:00:00+02:00,Madrid,280.39,280.15,280.85,1008,100,2,150,0.9,0.0,0.0,75,701,mist,mist,50n
2016-04-04 08:00:00+02:00,Madrid,280.35,280.15,280.75,1007,100,1,120,0.0,0.0,0.0,75,701,mist,mist,50d
2016-04-12 00:00:00+02:00,Madrid,281.54,281.15,282.15,1011,87,3,170,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-04-12 02:00:00+02:00,Madrid,281.18,281.15,281.25,1012,93,2,150,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-04-12 09:00:00+02:00,Madrid,282.22,282.15,282.35,1010,93,4,150,0.3,0.0,0.0,75,500,rain,light rain,10d
2016-04-16 20:00:00+02:00,Madrid,286.33,285.75,287.15,1010,82,6,200,0.9,0.0,0.0,75,300,drizzle,light intensity drizzle,09d
2016-04-19 16:00:00+02:00,Madrid,285.12,285.05,285.15,1016,93,7,138,0.3,0.0,0.0,75,500,rain,light rain,10d
2016-04-19 17:00:00+02:00,Madrid,285.12,285.05,285.15,1016,93,2,330,0.3,0.0,0.0,75,500,rain,light rain,10d
2016-04-20 03:00:00+02:00,Madrid,284.6,284.15,285.15,1015,93,3,300,0.9,0.0,0.0,75,501,rain,moderate rain,10n
2016-04-20 18:00:00+02:00,Madrid,285.15,285.15,285.15,1016,87,1,230,0.3,0.0,0.0,40,520,rain,light intensity shower rain,09d
2016-04-20 19:00:00+02:00,Madrid,285.15,285.15,285.15,1016,87,2,130,0.3,0.0,0.0,75,520,rain,light intensity shower rain,09d
2016-04-29 23:00:00+02:00,Madrid,287.45,285.35,288.15,1016,77,4,170,0.9,0.0,0.0,75,521,rain,shower rain,09n
2016-04-30 00:00:00+02:00,Madrid,285.7,285.15,286.15,1017,93,5,170,0.9,0.0,0.0,75,521,rain,shower rain,09n
2016-04-30 06:00:00+02:00,Madrid,282.6,282.04,283.15,1017,100,0,0,0.0,0.0,0.0,40,741,fog,fog,50n
2016-04-30 07:00:00+02:00,Madrid,281.91,280.93,283.45,1017,100,0,150,0.0,0.0,0.0,40,741,fog,fog,50n
2016-04-30 08:00:00+02:00,Madrid,281.94,280.93,283.65,1018,100,2,340,0.0,0.0,0.0,90,741,fog,fog,50d
2016-05-05 19:00:00+02:00,Madrid,290.63,290.15,291.15,1013,45,2,100,0.3,0.0,0.0,75,500,rain,light rain,10d
2016-05-06 16:00:00+02:00,Madrid,287.43,285.15,289.75,1009,93,2,110,0.9,0.0,0.0,75,521,rain,shower rain,09d
2016-05-07 03:00:00+02:00,Madrid,285.26,284.82,286.15,1008,87,4,200,0.3,0.0,0.0,90,500,rain,light rain,10n
2016-05-08 02:00:00+02:00,Madrid,285.41,284.82,286.15,1004,93,4,170,0.9,0.0,0.0,75,501,rain,moderate rain,10n
2016-05-08 03:00:00+02:00,Madrid,285.38,284.82,286.15,1003,87,4,140,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-05-08 04:00:00+02:00,Madrid,285.8,284.95,286.15,1002,87,6,170,0.9,0.0,0.0,75,501,rain,moderate rain,10n
2016-05-08 06:00:00+02:00,Madrid,284.94,284.65,285.15,1001,93,4,150,0.9,0.0,0.0,75,501,rain,moderate rain,10n
2016-05-12 00:00:00+02:00,Madrid,283.56,283.15,284.15,1007,87,2,170,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-05-12 01:00:00+02:00,Madrid,283.3,283.15,283.75,1007,100,1,0,0.3,0.0,0.0,75,500,rain,light rain,10n
2016-05-28 15:00:00+02:00,Madrid,291.33,289.15,293.15,1015,72,14,240,0.9,0.0,0.0,40,211,thunderstorm,thunderstorm,11d
2016-05-28 16:00:00+02:00,Madrid,287.27,285.93,289.05,1015,87,4,250,0.9,0.0,0.0,75,211,thunderstorm,thunderstorm,11d
2016-05-28 22:00:00+02:00,Madrid,286.49,285.93,287.15,1016,82,6,230,0.3,0.0,0.0,75,211,thunderstorm,proximity thunderstorm,11n
2016-06-04 08:00:00+02:00,Madrid,288.15,288.15,288.15,1013,82,2,320,0.9,0.0,0.0,40,211,thunderstorm,thunderstorm,11d
2016-06-04 09:00:00+02:00,Madrid,289.0,288.71,289.15,1014,77,2,360,0.9,0.0,0.0,40,211,thunderstorm,thunderstorm,11d
2016-07-06 02:00:00+02:00,Madrid,293.98,293.71,294.15,1022,83,3,350,0.3,0.0,0.0,40,211,thunderstorm,thunderstorm,11n
2016-09-14 14:00:00+02:00,Madrid,288.45,287.04,290.55,1015,51,5,360,0.9,0.0,0.0,40,521,rain,proximity shower rain,09d
2016-09-30 02:00:00+02:00,Madrid,289.21,288.71,289.75,1021,55,2,152,0.0,0.0,0.0,0,800,clear,sky is clear,01n
2016-11-04 11:00:00+01:00,Madrid,285.74,284.15,287.15,1019,100,2,350,0.3,0.0,0.0,75,741,fog,fog,50d
2016-11-04 12:00:00+01:00,Madrid,286.14,284.15,287.15,1020,93,1,340,0.3,0.0,0.0,75,300,drizzle,light intensity drizzle,09d
2016-11-04 12:00:00+01:00,Madrid,286.14,284.15,287.15,1020,93,1,340,0.3,0.0,0.0,75,500,rain,light rain,10d
2016-11-04 13:00:00+01:00,Madrid,287.14,284.15,288.15,1019,93,0,0,0.3,0.0,0.0,75,701,mist,mist,50d
2016-11-04 14:00:00+01:00,Madrid,287.73,284.15,289.15,1019,87,0,0,0.3,0.0,0.0,75,701,mist,mist,50d
2016-11-04 15:00:00+01:00,Madrid,287.15,285.15,288.15,1018,93,2,20,0.9,0.0,0.0,75,701,mist,mist,50d
2016-11-04 15:00:00+01:00,Madrid,287.15,285.15,288.15,1018,93,2,20,0.9,0.0,0.0,75,300,drizzle,light intensity drizzle,09d
2016-11-04 16:00:00+01:00,Madrid,287.35,285.15,288.15,1017,100,2,350,0.3,0.0,0.0,75,701,mist,mist,50d
